ancestry_bytes,construction_seconds,covered_inputs,deployed_index_bits,deployed_index_bytes_packed,depth,distinct_predecessor_pairs,duplicate_predecessor_pairs,fanout_cv,fanout_max,fanout_mean,generator_temporary_bytes,in_dim,indices_tensor_bytes,input_coverage,jaccard_overlap_mean,lut_rank,max_gate_ancestry,max_source_ancestry,mean_gate_ancestry,mean_source_ancestry,original_inputs,out_dim,overlap_max,overlap_mean,overlap_p50,overlap_p90,overlap_std,reachable_gate_fraction,same_channel_pair_fraction,same_source_pair_fraction,same_spatial_location_pair_fraction,same_threshold_pair_fraction,source_ancestry_unique_fraction,source_covered_inputs,source_cross_gate_jaccard_mean,source_group_coverage_mean,source_group_coverage_min,source_group_usage_cv_mean,source_input_coverage,source_original_inputs,source_predecessor_jaccard_mean,source_predecessor_overlap_mean,spatial_manhattan_mean,spatial_manhattan_p50,spatial_manhattan_p90,std_gate_ancestry,std_source_ancestry,strategy,unused_outputs
2368000,0.21661696800219943,2352,192000,24000,0,8000,0,0.059894699264626095,8,6.802721088435374,1204608,2352,128000,1.0,0.0,2,2,2,2.0,2.0,2352,8000,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.909,0.627125,784,0.004292203192065675,1.0,1.0,0.04790615826801393,1.0,784,0.0,0.0,7.65575,4.0,20.0,0.0,0.0,semantic_balanced_hybrid,0
2368000,5.154802781999024,2352,208000,26000,1,8000,0,0.0,2,2.0,1792000,8000,128000,1.0,0.0,2,4,4,4.0,3.988625,2352,8000,0,0.0,0.0,0.0,0.0,1.0,,,,,0.998375,784,0.002175867221497925,1.0,1.0,0.04835437420871128,1.0,784,0.0037916666666666667,0.011375,,,,0.0,0.10604531755339315,semantic_balanced_hybrid,0
2368000,3.838707188002445,2352,208000,26000,2,8000,0,0.0,2,2.0,1792000,8000,128000,1.0,0.0008571428571428571,2,8,8,7.994,7.96,2352,8000,1,0.006,0.0,0.0,0.07722693830523131,1.0,,,,,1.0,784,0.006888269458590749,1.0,1.0,0.04853142067732793,1.0,784,0.002491071428571428,0.01725,,,,0.07722693830523131,0.2003746490951388,semantic_balanced_hybrid,0
2368000,3.051162593998015,2352,208000,26000,3,8000,0,0.0,2,2.0,1792000,8000,128000,1.0,0.0006922619047619047,2,16,16,15.977625,15.88775,2352,8000,1,0.010375,0.0,0.0,0.10132797923081266,1.0,,,,,1.0,784,0.010404032228284173,1.0,1.0,0.04860536247009513,1.0,784,0.0021785714285714286,0.03225,,,,0.14874259435346687,0.3385999667749541,semantic_balanced_hybrid,0
2368000,3.0493296639979235,2352,208000,26000,4,8000,0,0.0,2,2.0,1792000,8000,128000,1.0,0.0027307683139996823,2,32,32,31.87175,31.53875,2352,8000,8,0.0835,0.0,0.0,0.3236939140607991,1.0,,,,,1.0,784,0.020140643362150587,1.0,1.0,0.048572365542926536,1.0,784,0.00778889109592669,0.23675,,,,0.38347351603468,0.700891173792337,semantic_balanced_hybrid,0
2368000,3.0577143150003394,2352,208000,26000,5,8000,0,0.0,2,2.0,1792000,8000,128000,1.0,0.004971605433128993,2,64,64,63.43425,62.122375,2352,8000,8,0.30925,0.0,1.0,0.612261739372958,1.0,,,,,1.0,784,0.04025903846084512,1.0,1.0,0.10543207715136275,1.0,784,0.01567933258447858,0.955125,,,,0.8197114965034954,1.4516884512094872,semantic_balanced_hybrid,0
