ancestry_bytes,construction_seconds,covered_inputs,deployed_index_bits,deployed_index_bytes_packed,depth,distinct_predecessor_pairs,duplicate_predecessor_pairs,fanout_cv,fanout_max,fanout_mean,generator_temporary_bytes,in_dim,indices_tensor_bytes,input_coverage,jaccard_overlap_mean,lut_rank,max_gate_ancestry,max_source_ancestry,mean_gate_ancestry,mean_source_ancestry,original_inputs,out_dim,overlap_max,overlap_mean,overlap_p50,overlap_p90,overlap_std,reachable_gate_fraction,same_channel_pair_fraction,same_source_pair_fraction,same_spatial_location_pair_fraction,same_threshold_pair_fraction,source_ancestry_unique_fraction,source_covered_inputs,source_cross_gate_jaccard_mean,source_group_coverage_mean,source_group_coverage_min,source_group_usage_cv_mean,source_input_coverage,source_original_inputs,source_predecessor_jaccard_mean,source_predecessor_overlap_mean,spatial_manhattan_mean,spatial_manhattan_p50,spatial_manhattan_p90,std_gate_ancestry,std_source_ancestry,strategy,unused_outputs
13824000,0.3389345468021929,9216,336000,42000,0,12000,0,0.1890608367695436,4,2.6041666666666665,8338944,9216,192000,1.0,0.0,2,2,2,2.0,2.0,9216,12000,0,0.0,0.0,0.0,0.0,1.0,0.9166666666666666,0.0,0.08333333333333333,0.9166666666666666,0.8419166666666666,3072,0.00030558102064060893,1.0,1.0,0.14934523762075577,1.0,3072,0.0,0.0,7.775333333333333,4.0,24.0,0.0,0.0,semantic_balanced_hybrid,0
13824000,3.502047376241535,9216,336000,42000,1,12000,0,0.0,2,2.0,9408000,12000,192000,1.0,2.7777777777777776e-05,2,4,4,3.9999166666666666,3.9988333333333332,9216,12000,1,8.333333333333333e-05,0.0,0.0,0.009128328920941056,1.0,,,,,0.9979166666666667,3072,0.0009762718321764909,1.0,1.0,0.14929695896836467,1.0,3072,0.0003888888888888888,0.0011666666666666668,,,,0.009128328920941056,0.03413657211196748,semantic_balanced_hybrid,0
13824000,3.201096039265394,9216,336000,42000,2,12000,0,0.0,2,2.0,9408000,12000,192000,1.0,0.0002738095238095238,2,8,8,7.997916666666667,7.992416666666666,9216,12000,1,0.0019166666666666666,0.0,0.0,0.04373777607006962,1.0,,,,,1.0,3072,0.0009544446164164474,1.0,1.0,0.1493794456300412,1.0,3072,0.0007499999999999998,0.00525,,,,0.045595976308831845,0.08675152096008971,semantic_balanced_hybrid,0
13824000,2.339882886968553,9216,336000,42000,3,12000,0,0.0,2,2.0,9408000,12000,192000,1.0,0.00020674603174603175,2,16,16,15.99275,15.975583333333333,9216,12000,2,0.0030833333333333333,0.0,0.0,0.05692532876985038,1.0,,,,,1.0,3072,0.0022977072591833132,0.9993164062499998,0.9983723958333334,0.3516769741594,1.0,3072,0.0006202380952380952,0.00925,,,,0.08678001402012638,0.15754520956079734,semantic_balanced_hybrid,0
