step,connections_temperature,parametrization_temperature,train_loss,val_acc_discrete,val_acc_relaxed,val_loss_discrete,val_loss_relaxed
2000,0.001,1.0,0.4705552001953125,0.8883333126703898,0.891666645805041,0.4561590671539307,0.46617577572663627
4000,0.001,1.0,0.27115621948242186,0.9006666481494904,0.9004999816417694,0.4254959578315417,0.4273387283086777
6000,0.001,1.0,0.256848046875,0.9029999792575836,0.9034999827543895,0.4146391118566195,0.4141348217924436
8000,0.001,1.0,0.2499756591796875,0.9034999787807465,0.904833314816157,0.40636861423651377,0.40636875480413437
10000,0.001,1.0,0.24514350585937503,0.903499980767568,0.9046666463216145,0.40336179733276367,0.40209385951360066
12000,0.001,1.0,0.24223084716796872,0.9061666498581569,0.9053333143393199,0.40050922085841495,0.398678250114123
14000,0.001,1.0,0.23907544555664062,0.9066666473944982,0.9073333124319712,0.3953092103203138,0.3938910722732544
16000,0.001,1.0,0.23715622558593752,0.9089999814828237,0.9089999824762345,0.3930720900495847,0.3911291934549809
18000,0.001,1.0,0.23617937622070315,0.9083333124717077,0.9099999795357386,0.39053649778167404,0.3892014210422834
20000,0.001,1.0,0.23456482543945312,0.9083333144585292,0.9113333155711492,0.3885516290863355,0.3871835055450598
22000,0.001,1.0,0.23388777465820312,0.9094999810059865,0.9103333135445912,0.38764822781085967,0.38606592218081154
24000,0.001,1.0,0.23299969482421876,0.9091666499773662,0.9108333140611649,0.3865370305875937,0.385687500735124
26000,0.001,1.0,0.23262392578125,0.9091666469971339,0.9109999815622966,0.38615353802839913,0.3852040581405163
28000,0.001,1.0,0.2327429443359375,0.9104999810457229,0.911333312590917,0.3856659010052681,0.38493007024129233
30000,0.001,1.0,0.23231262817382814,0.9099999805291493,0.9116666456063588,0.3854379246632258,0.3844078111151854
32000,0.001,1.0,0.23133134765625002,0.911999981602033,0.9123333136240641,0.3840413726866245,0.38322891493638356
34000,0.001,1.0,0.23166082763671875,0.9111666490634283,0.9131666491429011,0.3834590914348761,0.38284874682625136
36000,0.001,1.0,0.2313315490722656,0.9118333160877228,0.911833315094312,0.38314347888032596,0.38234844903151194
38000,0.001,1.0,0.23145007324218753,0.9111666490634283,0.9111666480700175,0.3823868262271086,0.3819452611108621
40000,0.001,1.0,0.23041686401367187,0.9109999825557072,0.9118333141009013,0.38230263541142145,0.3817855271200339
42000,0.001,1.0,0.2311489013671875,0.9116666515668234,0.9119999806086222,0.38291141465306283,0.38183745220303533
44000,0.001,1.0,0.23016705322265624,0.9108333150545757,0.9123333156108856,0.3831286999086539,0.38170390874147414
