step,connections_temperature,parametrization_temperature,train_loss,val_acc_discrete,val_acc_relaxed,val_loss_discrete,val_loss_relaxed
844,1.0,1.0,0.1281650416658953,0.8983333344459534,0.9370000004768372,0.32544466825326285,0.2133499171336492
1688,1.0,1.0,0.014150659337427944,0.9271666671435038,0.9548333336512248,0.225212916970253,0.15018880661328635
2532,1.0,1.0,0.010684335966245823,0.9310000004768372,0.956166667620341,0.20323604635397594,0.13557182151079178
3376,1.0,1.0,0.009356263689520234,0.9413333336512247,0.9595000003178914,0.18154497094949087,0.1278699990908305
4220,1.0,1.0,0.00863643675618827,0.9450000011126201,0.9618333342870077,0.17212377897898357,0.12519156207640966
5064,1.0,1.0,0.008057616898233855,0.948666667620341,0.961166667620341,0.15878493253389994,0.12090480448802313
5908,1.0,1.0,0.007700025470335901,0.9423333344459534,0.9618333336512248,0.17408031503359478,0.11880311363935471
6752,1.0,1.0,0.007366025617337339,0.9465000004768371,0.9623333336512248,0.15851991736888885,0.11611024612188339
7596,1.0,1.0,0.007110248809742137,0.9460000011126201,0.9633333336512248,0.16558299946784974,0.1151384041706721
8440,1.0,1.0,0.006886468255689358,0.9505000003178914,0.963666666984558,0.1519683848619461,0.11313918429613114
9284,1.0,1.0,0.00670845220439242,0.952166667620341,0.963166667620341,0.14807176623741786,0.11387888326247533
10128,1.0,1.0,0.006568011231897002,0.9548333338101704,0.9648333342870077,0.1458253529071808,0.1126790823539098
10972,1.0,1.0,0.0064086511519282924,0.9533333338101705,0.9650000009536743,0.1506613527139028,0.11266872078180314
11816,1.0,1.0,0.006322216648626102,0.9500000009536743,0.9633333342870076,0.14784163479010265,0.11270816363890966
12660,1.0,1.0,0.006216069392118408,0.9543333339691162,0.965166667620341,0.14737409031391144,0.11240812559922536
13504,1.0,1.0,0.006193992227174659,0.9533333342870076,0.9650000009536743,0.14328120458126067,0.11179671478271484
14348,1.0,1.0,0.006013189729356088,0.9550000003178915,0.9638333341280619,0.13658875528971354,0.11101663907368978
15192,1.0,1.0,0.006023902887416677,0.9545000009536743,0.9660000003178915,0.1414930064280828,0.11075362888971965
16036,1.0,1.0,0.005920395466953657,0.9568333342870077,0.9655000003178914,0.14028676988681157,0.11006374196211496
16880,1.0,1.0,0.005899362371996116,0.953666667620341,0.9653333336512248,0.13966474189360936,0.10957638911406199
17724,1.0,1.0,0.005815151178441342,0.956666667620341,0.9655000003178914,0.13582312633593877,0.11017305988073349
18568,1.0,1.0,0.0058009456401752636,0.958166667620341,0.9655000009536743,0.13620985623200735,0.11021765504280726
19412,1.0,1.0,0.005725765397763365,0.9558333342870077,0.9665000009536743,0.13826108735799789,0.10934583856662114
20256,1.0,1.0,0.005705212388558411,0.9573333342870076,0.9655000003178914,0.13717860452334085,0.10871184327205022
21100,1.0,1.0,0.0056805517436203795,0.9576666671435038,0.9655000009536743,0.1363449801603953,0.10905074912309647
21944,1.0,1.0,0.005649400830833833,0.9565000004768371,0.965666667620341,0.13632377964258194,0.11020153802633285
22788,1.0,1.0,0.0055773947476210756,0.9565000009536743,0.9663333341280619,0.1353030687570572,0.10898727031548817
23632,1.0,1.0,0.0055985007240873935,0.9515000004768371,0.9648333342870077,0.14620707654953002,0.11023403694232305
24476,1.0,1.0,0.005552870543647151,0.956166667620341,0.9661666674613952,0.1372937202056249,0.10986575527985891
25320,1.0,1.0,0.005531386600286474,0.9555000009536743,0.9660000007947286,0.13309658559163412,0.10817248898744583
26164,1.0,1.0,0.005537126019102702,0.9605000003178914,0.9658333336512248,0.13314171369870503,0.1084994335770607
27008,1.0,1.0,0.005516409873962402,0.9555000007947286,0.9665000007947286,0.13441561243931452,0.10750262198845545
27852,1.0,1.0,0.005503532304583003,0.9556666673024495,0.9666666674613953,0.1358295646905899,0.10703791586558024
28696,1.0,1.0,0.005449147021036013,0.9571666671435038,0.9663333342870076,0.13390055173635482,0.10731388779481252
29540,1.0,1.0,0.005444363112698233,0.959166667620341,0.9663333342870076,0.12961709439754487,0.10705158346891404
30384,1.0,1.0,0.0054292393521675,0.95650000111262,0.966666666984558,0.13205242816607157,0.10782850150267283
31228,1.0,1.0,0.005412227875813488,0.9593333342870076,0.9660000003178915,0.1322880756855011,0.10769011356433232
32072,1.0,1.0,0.005419157127633479,0.9585000009536743,0.9665000003178914,0.1303595596353213,0.10631903968254725
32916,1.0,1.0,0.005390710034076636,0.9566666671435038,0.9673333341280619,0.13030271216233572,0.10633902841806411
33760,1.0,1.0,0.0053793015355747455,0.9560000009536743,0.9655000009536743,0.13100484855969746,0.1063852851986885
