channel_fanout_cv,channel_fanout_max,channel_fanout_mean,channel_fanout_min,channel_group_size,channel_pair_span_mean,channel_pair_span_p50,channel_pair_span_p90,construction_seconds,depth,distinct_channel_groups,duplicate_channel_groups,generator_temporary_bytes,in_channels,learned_tree_gates,out_kernels,raw_channel_ancestry_max,raw_channel_ancestry_mean,raw_channel_ancestry_min,raw_channel_coverage_fraction,raw_predecessor_jaccard_mean,same_input_channel_fraction,same_threshold_fraction,spatial_coordinates_sha256,spatial_gate_applications,spatial_output_positions,strategy,structure,tree_depth,unused_channels
0.04419417382415923,8,7.111111111111111,7,2,3.125,3.0,5.900000000000002,0.0408443259075284,0,32,0,9368,9,224,32,2,2.0,2,1.0,0.0,0.25,0.25,45938832ea4a715ec2d6e43c5a2d61dcbd17bdfd549923835340f04a85b4aaca,229376,1024,ancestry_channel_hybrid,conv_channel,3,0
0.0,8,8.0,8,2,10.8125,9.0,22.0,0.020433932077139616,1,128,0,36608,32,896,128,4,3.6953125,3,1.0,0.10156249999999999,,,7f9a8a5ec1e08a6ba4d1e3dd764747f39e378a193fd3206671b81d679dbb7289,229376,256,ancestry_channel_hybrid,conv_channel,3,0
0.0,8,8.0,8,2,40.60546875,35.0,84.0,0.09488378511741757,2,512,0,146432,128,3584,512,8,6.115234375,4,1.0,0.2280784970238095,,,b57f9830063fa8b95fd29d6d860069788077bcc06fcbee09f45506c7a2732b65,229376,64,ancestry_channel_hybrid,conv_channel,3,0
0.0,4,4.0,4,2,157.419921875,133.0,324.4000000000001,0.20253285905346274,3,1024,0,348160,512,7168,1024,9,8.2412109375,6,1.0,0.4903583829365079,,,7a98ed4da7606564eb339e3f9c2da4f16a0992f9b5d62b38920b2faf76a44339,114688,16,ancestry_channel_hybrid,conv_channel,3,0
