step,train_loss,val_acc_discrete,val_acc_relaxed,val_loss_discrete,val_loss_relaxed
2000,0.4918751525878906,0.4762,0.5236,1.4767472373962403,1.331238454437256
4000,0.4135612487792969,0.5306,0.5602,1.3378120663642883,1.2436693542480468
6000,0.39417678833007813,0.5422,0.5716,1.2908384019851684,1.204603154850006
8000,0.38281108856201174,0.542,0.5838,1.282134718132019,1.182563641166687
10000,0.3751942825317383,0.5466,0.5866,1.2643980642318726,1.1686307725906373
12000,0.3697006988525391,0.5526,0.5968,1.2542268732070923,1.154041308784485
14000,0.3650190353393554,0.5594,0.5932,1.2428493697166443,1.1480224632263183
16000,0.3617777633666992,0.5552,0.598,1.253289617061615,1.1384565752983093
18000,0.35889167785644527,0.5606,0.599,1.2418683895111085,1.133053474521637
20000,0.3561032104492187,0.5618,0.6008,1.2273703244209289,1.1279185668945313
