step,train_loss,val_acc_discrete,val_acc_relaxed,val_loss_discrete,val_loss_relaxed
1000,0.5412026596069336,0.4228,0.487,1.6690430549621582,1.4460983150482178
2000,0.44524868011474605,0.4996,0.5296,1.435622732925415,1.322169746017456
3000,0.4162262344360351,0.5322,0.557,1.3459280794143678,1.2559108802795411
4000,0.4014790344238281,0.5492,0.573,1.2984661062240601,1.2181957120895386
5000,0.3926393508911133,0.5408,0.583,1.3044537158966065,1.1920940507888793
