step,thresh_0_0,thresh_0_1
2000,0.3333333432674408,0.6666666865348816
4000,0.3333333432674408,0.6666666865348816
6000,0.3333333432674408,0.6666666865348816
8000,0.3333333432674408,0.6666666865348816
10000,0.3333333432674408,0.6666666865348816
12000,0.3333333432674408,0.6666666865348816
14000,0.3333333432674408,0.6666666865348816
16000,0.3333333432674408,0.6666666865348816
18000,0.3333333432674408,0.6666666865348816
20000,0.3333333432674408,0.6666666865348816
