channel_fanout_cv,channel_fanout_max,channel_fanout_mean,channel_fanout_min,channel_group_size,channel_pair_span_mean,channel_pair_span_p50,channel_pair_span_p90,construction_seconds,depth,distinct_channel_groups,duplicate_channel_groups,generator_temporary_bytes,in_channels,out_kernels,same_input_channel_fraction,same_threshold_fraction,spatial_coordinates_sha256,strategy,structure,tree_depth,unused_channels
0.28470104934825935,14,10.666666666666666,6,2,1.0,1.0,1.0,0.03967699082568288,0,5,27,6144,6,32,0.59375,0.0,65b6211c94b676640e8327e4b40ce2b168de7d9cc958b9c7000170b722633a71,random,conv_channel,3,0
0.13621559198564606,10,8.0,4,2,1.0,1.0,1.0,0.010906420648097992,1,31,97,24576,32,128,,,0256ec2e36d66cd5f9dab70c116e13b30adea88ead52beb254a1133f6d33525f,random,conv_channel,3,0
0.06810779599282303,10,8.0,4,2,1.0,1.0,1.0,0.04122297605499625,2,127,385,98304,128,512,,,95b23e05062276fc8f6e7e34d2078482abe3e3f305dd0ef5092153467322aa2b,random,conv_channel,3,0
0.034938562148434216,6,4.0,2,2,1.0,1.0,1.0,0.08309769863262773,3,511,513,196608,512,1024,,,eca79c40cbc85da6b65cc480c3107ec8039647d142030fc28097fa4584c7c7bb,random,conv_channel,3,0
