ancestry_bytes,construction_seconds,covered_inputs,deployed_index_bits,deployed_index_bytes_packed,depth,distinct_predecessor_pairs,duplicate_predecessor_pairs,fanout_cv,fanout_max,fanout_mean,generator_temporary_bytes,in_dim,indices_tensor_bytes,input_coverage,jaccard_overlap_mean,lut_rank,max_gate_ancestry,max_source_ancestry,mean_gate_ancestry,mean_source_ancestry,original_inputs,out_dim,overlap_max,overlap_mean,overlap_p50,overlap_p90,overlap_std,reachable_gate_fraction,same_channel_pair_fraction,same_source_pair_fraction,same_spatial_location_pair_fraction,same_threshold_pair_fraction,source_ancestry_unique_fraction,source_covered_inputs,source_cross_gate_jaccard_mean,source_group_coverage_mean,source_group_coverage_min,source_group_usage_cv_mean,source_input_coverage,source_original_inputs,source_predecessor_jaccard_mean,source_predecessor_overlap_mean,spatial_manhattan_mean,spatial_manhattan_p50,spatial_manhattan_p90,std_gate_ancestry,std_source_ancestry,strategy,unused_outputs
5308416,0.0028216587379574776,9216,129024,16128,0,4608,0,0.0,1,1.0,15998976,9216,73728,1.0,0.0,2,2,2,2.0,1.9995659722222223,9216,4608,0,0.0,0.0,0.0,0.0,1.0,0.3331163194444444,0.00043402777777777775,0.0015190972222222222,0.3318142361111111,1.0,3072,7.235366471311771e-05,1.0,1.0,0.008504249196509543,1.0,3072,0.00043402777777777775,0.00043402777777777775,21.286024305555557,20.0,36.0,0.0,0.02082881171996845,random,0
4545792,0.0008442890830338001,9216,102596,12825,1,3946,0,0.2642156208339453,2,1.7126736111111112,4990240,4608,63136,1.0,0.0,2,4,4,4.0,3.996958945767866,9216,3946,0,0.0,0.0,0.0,0.0,1.0,,,,,1.0,3072,0.00047075864566358867,1.0,1.0,0.14962086812984743,1.0,3072,0.000675789829363068,0.0020273694880892043,,,,0.0,0.05506183997371526,random,0
4545792,0.0005553839728236198,9216,94704,11838,2,3946,0,0.0,2,2.0,3977568,3946,63136,1.0,0.0005068423720223011,2,8,8,7.997972630511911,7.988089204257476,9216,3946,4,0.0020273694880892043,0.0,0.0,0.09002981575742326,1.0,,,,,1.0,3072,0.0014702154626108999,1.0,1.0,0.14955613691834999,1.0,3072,0.0010498877706176235,0.005828687278256462,,,,0.09002981575742326,0.13360777354469894,random,0
4544640,0.0005163042806088924,9216,94680,11835,3,3945,0,0.011256579625437016,2,1.9994931576279777,3977056,3946,63120,1.0,0.0005311123181845614,2,16,16,15.988846641318124,15.955640050697085,9216,3945,4,0.007097591888466414,0.0,0.0,0.134909505816777,1.0,,,,,1.0,3072,0.002671590424632457,1.0,1.0,0.14972216067075111,1.0,3072,0.0014349317771371,0.02053231939163498,,,,0.18533650567034318,0.2602704106493216,random,0
4544640,0.0005219639278948307,9216,94680,11835,4,3945,0,0.0,2,2.0,3976560,3945,63120,1.0,0.001077916591224576,2,32,32,31.947782002534854,31.821799746514575,9216,3945,8,0.02991128010139417,0.0,0.0,0.3460699025148315,1.0,,,,,1.0,3072,0.005821618931760602,1.0,1.0,0.14945491619981396,1.0,3072,0.003011444287493372,0.08948035487959442,,,,0.43463578054426577,0.5583165947512103,random,0
4544640,0.0005180765874683857,9216,94680,11835,5,3945,0,0.0,2,2.0,3976560,3945,63120,1.0,0.0017158904909130126,2,64,64,63.793155893536124,63.317617237008875,9216,3945,16,0.10240811153358682,0.0,0.0,0.6381665600870124,1.0,,,,,1.0,3072,0.010727756813895902,1.0,1.0,0.14912447719450714,1.0,3072,0.005308983087585574,0.32598225602027886,,,,0.877722483305367,1.0992595274785273,random,0
4544640,0.0005262433551251888,9216,94680,11835,6,3945,0,0.0,2,2.0,3976560,3945,63120,1.0,0.003817308487448757,2,128,128,127.12243346007604,125.30722433460076,9216,3945,32,0.46387832699619774,0.0,2.0,1.5589069211291853,1.0,,,,,1.0,3072,0.021479793774571616,1.0,1.0,0.14794772947725907,1.0,3072,0.010820274312211605,1.3280101394169834,,,,2.0087176696832385,2.391983024600754,random,0
4544640,0.000629751943051815,9216,94680,11835,7,3944,1,0.0,2,2.0,3976560,3945,63120,1.0,0.007906088378682513,2,256,256,252.33561470215463,245.3340937896071,9216,3945,128,1.9092522179974651,0.0,4.0,4.063984829955666,1.0,,,,,0.9997465145754119,3072,0.04228138545526585,1.0,1.0,0.14538312438592577,1.0,3072,0.021903868684168583,5.280354879594423,,,,4.930226631181931,5.36230244858856,random,0
4544640,0.0007239570841193199,9216,94680,11835,8,3945,0,0.0,2,2.0,3976560,3945,63120,1.0,0.014896674364426498,2,512,494,497.37389100126745,470.7939163498099,9216,3945,132,7.297338403041825,6.0,14.0,7.0723980521939875,1.0,,,,,1.0,3072,0.08533422128365094,1.0,1.0,0.140150152919396,1.0,3072,0.04247237025478918,19.87427122940431,,,,9.828974919999535,10.126443366646303,random,0
4544640,0.0006197099573910236,9216,94680,11835,9,3945,0,0.0,2,2.0,3976560,3945,63120,1.0,0.029829219627379017,2,1006,917,966.2656527249683,868.1272496831432,9216,3945,502,28.48212927756654,26.0,42.0,16.20801871763937,1.0,,,,,1.0,3072,0.16786234721480014,1.0,1.0,0.12984765082467306,1.0,3072,0.08495887946484178,73.46058301647655,,,,20.625956034649118,18.62145158078932,random,0
