step,train_loss,val_acc_discrete,val_acc_relaxed,val_loss_discrete,val_loss_relaxed
2000,0.9724290161132811,0.36199999153614043,0.3839999902248383,1.8365057373046876,1.7300897312164307
4000,0.8022781372070311,0.39699998915195467,0.4311999887228012,1.7005236911773682,1.6070957851409913
6000,0.7431642456054688,0.4349999898672104,0.4501999866962433,1.6295336627960204,1.5623007941246032
8000,0.7093867797851563,0.43499998867511747,0.4533999896049499,1.6132001376152039,1.5411977887153625
10000,0.6854527587890625,0.4421999901533127,0.45439998984336855,1.5839499926567078,1.5316477799415589
12000,0.6678125,0.44619998812675477,0.4563999843597412,1.566949610710144,1.5251149439811706
14000,0.6551637573242187,0.4485999894142151,0.45899998903274536,1.5614380097389222,1.5212676644325256
16000,0.6441932983398437,0.4449999874830246,0.4607999873161316,1.5729139685630797,1.5193353390693665
18000,0.6367979736328125,0.44019998848438263,0.46279998660087585,1.5602727389335633,1.5168705320358276
20000,0.6294615478515625,0.44659998893737796,0.4609999883174896,1.5560941696166992,1.5177129697799683
