ancestry_bytes,construction_seconds,covered_inputs,deployed_index_bits,deployed_index_bytes_packed,depth,distinct_predecessor_pairs,duplicate_predecessor_pairs,fanout_cv,fanout_max,fanout_mean,generator_temporary_bytes,in_dim,indices_tensor_bytes,input_coverage,jaccard_overlap_mean,lut_rank,max_gate_ancestry,max_source_ancestry,mean_gate_ancestry,mean_source_ancestry,original_inputs,out_dim,overlap_max,overlap_mean,overlap_p50,overlap_p90,overlap_std,reachable_gate_fraction,same_channel_pair_fraction,same_source_pair_fraction,same_spatial_location_pair_fraction,same_threshold_pair_fraction,source_ancestry_unique_fraction,source_covered_inputs,source_cross_gate_jaccard_mean,source_group_coverage_mean,source_group_coverage_min,source_group_usage_cv_mean,source_input_coverage,source_original_inputs,source_predecessor_jaccard_mean,source_predecessor_overlap_mean,spatial_manhattan_mean,spatial_manhattan_p50,spatial_manhattan_p90,std_gate_ancestry,std_source_ancestry,strategy,unused_outputs
2368000,0.0025701529993966687,2352,192000,24000,0,7991,9,0.05849786320883866,7,6.802721088435374,3192192,2352,128000,1.0,0.0,2,2,2,2.0,1.999125,2352,8000,0,0.0,0.0,0.0,0.0,1.0,1.0,0.000875,0.000875,0.3385,0.98925,784,0.001458515647789307,1.0,1.0,0.05859287004829566,1.0,784,0.000875,0.000875,18.521125,18.0,31.0,0.0,0.02956745465879672,random,0
2368000,0.007686410001042532,2352,208000,26000,1,8000,0,0.0,2,2.0,16128000,8000,128000,1.0,0.0005416666666666666,2,4,4,3.998375,3.99375,2352,8000,1,0.001625,0.0,0.0,0.04027852250269367,1.0,,,,,1.0,784,0.0024020859750325933,1.0,1.0,0.05873632848922289,1.0,784,0.0014999999999999998,0.0045,,,,0.04027852250269366,0.07880950133074056,random,0
2368000,0.007140063000406371,2352,208000,26000,2,7999,1,0.0,2,2.0,16128000,8000,128000,1.0,0.0010119047619047618,2,8,8,7.99025,7.967,2352,8000,4,0.0065,0.0,0.0,0.09595702162947743,1.0,,,,,0.999875,784,0.005071513060011623,1.0,1.0,0.05874204383619747,1.0,784,0.0030148809523809525,0.0205,,,,0.11249416651542425,0.18884120313109637,random,0
2368000,0.005203505999816116,2352,208000,26000,3,8000,0,0.0,2,2.0,16128000,8000,128000,1.0,0.0019753996003996003,2,16,16,15.95225,15.853375,2352,8000,8,0.02825,0.0,0.0,0.1998798076344882,1.0,,,,,1.0,784,0.01028566042527622,1.0,1.0,0.05854995161185273,1.0,784,0.0054992091242091245,0.080625,,,,0.25587093914706294,0.39607588840397745,random,0
2368000,0.004536407999694347,2352,208000,26000,4,8000,0,0.0,2,2.0,16128000,8000,128000,1.0,0.0034968245140102757,2,32,32,31.799125,31.386875,2352,8000,16,0.105375,0.0,0.0,0.38538436576358415,1.0,,,,,1.0,784,0.021048387510678227,1.0,1.0,0.058293582212452254,1.0,784,0.010585111243759741,0.319875,,,,0.5268056893912594,0.8058863036278753,random,0
2368000,0.003795216001890367,2352,208000,26000,5,8000,0,0.0,2,2.0,16128000,8000,128000,1.0,0.006874251011118441,2,64,64,63.181125,61.540375,2352,8000,32,0.417125,0.0,1.0,0.8883308698761965,1.0,,,,,1.0,784,0.04117660430384077,1.0,1.0,0.12957120348787388,1.0,784,0.020509586866692686,1.233375,,,,1.1624623582615483,1.6440407109846764,random,0
