ancestry_bytes,construction_seconds,covered_inputs,deployed_index_bits,deployed_index_bytes_packed,depth,distinct_predecessor_pairs,duplicate_predecessor_pairs,fanout_cv,fanout_max,fanout_mean,generator_temporary_bytes,in_dim,indices_tensor_bytes,input_coverage,jaccard_overlap_mean,lut_rank,max_gate_ancestry,mean_gate_ancestry,original_inputs,out_dim,overlap_max,overlap_mean,overlap_p50,overlap_p90,overlap_std,reachable_gate_fraction,std_gate_ancestry,strategy,unused_outputs
13824000,4.79495799401775,9216,336000,42000,0,12000,0,0.1879574419915317,4,2.6041666666666665,24632832,9216,192000,1.0,0.0,2,2,2.0,9216,12000,0,0.0,0.0,0.0,0.0,1.0,0.0,coverage_hybrid,0
13824000,4.849151618778706,9216,336000,42000,1,12000,0,0.1670828137980285,3,2.0,27840000,12000,192000,1.0,0.0,2,4,4.0,9216,12000,0,0.0,0.0,0.0,0.0,1.0,0.0,coverage_hybrid,0
13824000,4.886216901708394,9216,336000,42000,2,12000,0,0.16633299933166198,3,2.0,27840000,12000,192000,1.0,0.0,2,8,8.0,9216,12000,0,0.0,0.0,0.0,0.0,1.0,0.0,coverage_hybrid,0
13824000,4.860973457805812,9216,336000,42000,3,12000,0,0.16844880527923017,3,2.0,27840000,12000,192000,1.0,0.0,2,16,16.0,9216,12000,0,0.0,0.0,0.0,0.0,1.0,0.0,coverage_hybrid,0
