channel_fanout_cv,channel_fanout_max,channel_fanout_mean,channel_fanout_min,channel_group_size,channel_pair_span_mean,channel_pair_span_p50,channel_pair_span_p90,construction_seconds,depth,distinct_channel_groups,duplicate_channel_groups,generator_temporary_bytes,in_channels,learned_tree_gates,out_kernels,same_input_channel_fraction,same_threshold_fraction,spatial_coordinates_sha256,spatial_gate_applications,spatial_output_positions,strategy,structure,tree_depth,unused_channels
0.23385358667337136,8,7.111111111111111,4,2,1.0,1.0,1.0,0.039488052017986774,0,8,24,6144,9,224,32,0.5,0.0,8f2b4301a0a3f545769792e03dcc56bb31d6a81f7c6c4a944785997e76c76b91,229376,1024,random,conv_channel,3,0
0.13621559198564606,10,8.0,4,2,1.0,1.0,1.0,0.011011154390871525,1,31,97,24576,32,896,128,,,60da4b757b4af1d89459670cdf42e454cd6f1e721e66425fe596e6abeefeb7ea,229376,256,random,conv_channel,3,0
0.06810779599282303,10,8.0,4,2,1.0,1.0,1.0,0.04278677282854915,2,127,385,98304,128,3584,512,,,37403920726b9923b547818faa0b89f3303c8ecf9f0653a6dee6c826ff55e5e5,229376,64,random,conv_channel,3,0
0.034938562148434216,6,4.0,2,2,1.0,1.0,1.0,0.08397966530174017,3,511,513,196608,512,7168,1024,,,72a452ee065a2822d209ed76a5c75f908552c43f92b728365d16adb0f3b82c5b,114688,16,random,conv_channel,3,0
