channel_fanout_cv,channel_fanout_max,channel_fanout_mean,channel_fanout_min,channel_group_size,channel_pair_span_mean,channel_pair_span_p50,channel_pair_span_p90,construction_seconds,depth,distinct_channel_groups,duplicate_channel_groups,generator_temporary_bytes,in_channels,learned_tree_gates,out_kernels,same_input_channel_fraction,same_threshold_fraction,spatial_coordinates_sha256,spatial_gate_applications,spatial_output_positions,strategy,structure,tree_depth,unused_channels
0.23385358667337136,8,7.111111111111111,4,2,1.0,1.0,1.0,0.04090134333819151,0,8,24,6144,9,224,32,0.5,0.0,65b6211c94b676640e8327e4b40ce2b168de7d9cc958b9c7000170b722633a71,229376,1024,random,conv_channel,3,0
0.13621559198564606,10,8.0,4,2,1.0,1.0,1.0,0.010879444889724255,1,31,97,24576,32,896,128,,,0256ec2e36d66cd5f9dab70c116e13b30adea88ead52beb254a1133f6d33525f,229376,256,random,conv_channel,3,0
0.06810779599282303,10,8.0,4,2,1.0,1.0,1.0,0.04168573208153248,2,127,385,98304,128,3584,512,,,95b23e05062276fc8f6e7e34d2078482abe3e3f305dd0ef5092153467322aa2b,229376,64,random,conv_channel,3,0
0.034938562148434216,6,4.0,2,2,1.0,1.0,1.0,0.08360575698316097,3,511,513,196608,512,7168,1024,,,eca79c40cbc85da6b65cc480c3107ec8039647d142030fc28097fa4584c7c7bb,114688,16,random,conv_channel,3,0
