step,train_loss,val_acc_discrete,val_acc_relaxed,val_loss_discrete,val_loss_relaxed
2000,0.8253677368164063,0.4797999858856201,0.4889999890327454,1.5017674708366393,1.481245346069336
4000,0.6743783569335937,0.5023999905586243,0.5079999858140946,1.4160357880592347,1.4111584615707398
6000,0.6336751098632812,0.5119999861717224,0.5169999849796295,1.3966710472106934,1.3916769623756409
8000,0.61308984375,0.5139999866485596,0.5189999866485596,1.3902011561393737,1.3811659765243531
10000,0.6000703125000001,0.5121999883651733,0.5213999849557877,1.3829874515533447,1.3745542120933534
12000,0.5915121459960937,0.5141999858617783,0.5167999827861786,1.3793745636940002,1.3717734003067017
14000,0.5849131469726563,0.5123999863862991,0.5235999864339829,1.3768292760849,1.3689513063430787
16000,0.5805496826171875,0.5189999854564666,0.5243999844789505,1.3748401260375978,1.3668079352378846
18000,0.5772329711914062,0.5185999888181686,0.5257999885082245,1.3727633619308472,1.3652921891212464
20000,0.5741036987304687,0.52059998691082,0.527599984407425,1.3712181973457336,1.363958339691162
22000,0.5721988525390626,0.5213999897241592,0.5237999886274338,1.3702689266204835,1.3650143504142762
24000,0.5698856201171875,0.5243999856710434,0.5261999875307083,1.3682203602790832,1.3637660622596741
26000,0.5683609619140625,0.5261999863386154,0.5257999879121781,1.3657634854316711,1.363106391429901
28000,0.5673023071289063,0.5225999867916107,0.5247999888658523,1.367615134716034,1.363532590866089
30000,0.5655242309570313,0.5243999886512757,0.5267999857664108,1.3678094339370728,1.3635272669792176
32000,0.5656649780273437,0.5221999841928482,0.5251999890804291,1.3689045310020447,1.3641277694702147
34000,0.5640310668945312,0.5241999870538712,0.525799989104271,1.3680571484565736,1.3635442566871643
36000,0.563361328125,0.5225999903678894,0.5245999878644944,1.367893500328064,1.3644324326515198
38000,0.5627003784179687,0.5237999880313873,0.5255999910831451,1.3675211548805237,1.3642112946510314
40000,0.5621795654296875,0.5225999879837037,0.5249999916553497,1.3679589080810546,1.3648532056808471
42000,0.5614002075195312,0.5209999859333039,0.5235999917984009,1.369631028175354,1.3653064370155334
44000,0.5615499877929687,0.5223999911546707,0.522999991774559,1.3690153884887695,1.3651870322227477
46000,0.56073974609375,0.5219999861717224,0.5245999938249588,1.3698926544189454,1.364904808998108
48000,0.5602782592773438,0.5241999924182892,0.5271999931335449,1.3686260771751404,1.3648611044883727
50000,0.5596997680664063,0.5201999884843826,0.5253999900817871,1.3701591277122498,1.3652997851371764
52000,0.5601356811523438,0.5243999874591827,0.5251999890804291,1.368424549102783,1.3649999356269837
54000,0.5589639282226563,0.5223999905586243,0.5263999927043915,1.368276903629303,1.3644022846221924
56000,0.5586824951171876,0.526999985575676,0.524999989271164,1.3678870391845703,1.3639203810691833
58000,0.5589747924804688,0.5227999907732009,0.5261999899148941,1.367407989501953,1.363629264831543
60000,0.5583670654296875,0.5265999895334244,0.5259999907016755,1.3667586827278138,1.3630242919921876
62000,0.5583541870117188,0.5245999878644944,0.5289999908208847,1.3659063506126403,1.3625675463676452
64000,0.5578969116210937,0.5291999870538712,0.5279999911785126,1.3657192730903625,1.362342665195465
66000,0.5581135864257812,0.528199988603592,0.5287999904155731,1.3664171028137206,1.3617871475219727
68000,0.557562255859375,0.5249999868869781,0.529999989271164,1.3664112281799317,1.3616950964927674
70000,0.5576284790039063,0.5249999874830246,0.5305999898910523,1.3649937391281128,1.3610647416114807
72000,0.5571486206054688,0.5289999878406525,0.5309999871253968,1.3639913606643677,1.360489854812622
74000,0.5570744018554687,0.5289999866485595,0.5311999875307083,1.3626134538650512,1.3600938320159912
76000,0.5571151123046875,0.5297999894618988,0.5317999863624573,1.3613600754737853,1.3601301836967468
78000,0.5568297119140625,0.528799986243248,0.5333999913930892,1.362126281261444,1.3595138359069825
80000,0.5568377075195313,0.5293999874591827,0.5323999887704849,1.36121817111969,1.3598625349998474
82000,0.5566052856445313,0.5305999886989593,0.5327999883890152,1.3607332468032838,1.3593465995788574
84000,0.5564780883789063,0.5287999856472015,0.5311999893188477,1.3608058500289917,1.359267737865448
86000,0.556526611328125,0.5285999858379364,0.5307999879121781,1.3614050793647765,1.3590791273117064
88000,0.555885009765625,0.529199988245964,0.5311999893188477,1.3609494686126709,1.3587879157066345
90000,0.5563001708984375,0.5283999884128571,0.5309999889135361,1.3613925719261168,1.358877124786377
92000,0.5557944335937499,0.5273999905586243,0.5309999895095825,1.3608309650421142,1.3584849405288697
94000,0.5563883056640625,0.5273999869823456,0.530799989104271,1.3607149362564086,1.3588264656066895
96000,0.5555728759765625,0.5283999902009964,0.5303999882936478,1.360538353919983,1.3585561800003052
98000,0.5556318969726562,0.526599987745285,0.5301999884843827,1.359461109638214,1.3582742881774903
100000,0.5560730590820313,0.5267999857664108,0.5295999896526337,1.360202510356903,1.3585107898712159
102000,0.5556221313476563,0.5277999883890152,0.5301999908685684,1.3602944040298461,1.3583066606521605
104000,0.5552892456054688,0.5281999897956848,0.5289999896287918,1.360734510421753,1.3584918642044068
106000,0.5555682373046875,0.5263999897241592,0.5285999912023545,1.3601929903030396,1.3582337665557862
108000,0.5553008422851563,0.526999990940094,0.5281999880075454,1.360582745075226,1.35835134267807
