name,family,candidate,seed,best_validation_hard_accuracy,wall_seconds,topology_construction_seconds,peak_gpu_memory_bytes,dense_gate_count,trainable_parameters,test_hard_accuracy,source_revision,training_implementation_sha256
final_table4_cifar100_64k_random_seed0,random,random,0,0.20969999447464943,682.1565428019967,2.044922876986675,853486080,384000,6144000,0.21269999384880067,a807fcd00520d27b7cc546992ea1d4913a529eeb,00346071eb91f07f567f2376b639b97ec6688c92dc2a5faa9d2eb96353302f6b
final_table4_cifar100_64k_random_seed1,random,random,1,0.21239999413490296,682.9661536280182,2.093893818091601,853486080,384000,6144000,0.20469999395310878,a807fcd00520d27b7cc546992ea1d4913a529eeb,00346071eb91f07f567f2376b639b97ec6688c92dc2a5faa9d2eb96353302f6b
final_table4_cifar100_64k_random_seed2,random,random,2,0.20619999445974826,681.7407383800019,2.070331314986106,853486080,384000,6144000,0.20289999417960644,a807fcd00520d27b7cc546992ea1d4913a529eeb,00346071eb91f07f567f2376b639b97ec6688c92dc2a5faa9d2eb96353302f6b
final_table4_cifar100_64k_v3_swap0125_seed0,coverage_v3,swap0125,0,0.21649999387562274,690.7060266530025,37.64387701108353,853486080,384000,6144000,0.21069999404251574,a807fcd00520d27b7cc546992ea1d4913a529eeb,00346071eb91f07f567f2376b639b97ec6688c92dc2a5faa9d2eb96353302f6b
final_table4_cifar100_64k_v3_swap0125_seed1,coverage_v3,swap0125,1,0.21519999347627164,689.4229074029718,37.38226036290871,853486080,384000,6144000,0.21099999465048314,a807fcd00520d27b7cc546992ea1d4913a529eeb,00346071eb91f07f567f2376b639b97ec6688c92dc2a5faa9d2eb96353302f6b
final_table4_cifar100_64k_v3_swap0125_seed2,coverage_v3,swap0125,2,0.21559999391436577,688.2934250530088,37.34927611105377,853486080,384000,6144000,0.20859999470412732,a807fcd00520d27b7cc546992ea1d4913a529eeb,00346071eb91f07f567f2376b639b97ec6688c92dc2a5faa9d2eb96353302f6b
