name,family,provenance,seed,seed_count,best_validation_hard_accuracy,final_validation_hard_accuracy,wall_seconds,peak_gpu_memory_bytes,dense_gate_count,trainable_parameters,training_routing_parameters,deployed_routing_bits,architecture,connections_num_candidates,source_revision,training_implementation_sha256,test_hard_accuracy,test_relaxed_accuracy,test_examples,test_checkpoint,test_validation_selection_step
final_table2_cifar10_m_mommen_nc8_seed0,mommen,TRIED,0,1,0.5499999839067459,0.5469999873638153,17440.602808197,5280565760,512000,16384000,8192000,16640000,DlgnCifar10MediumLearnable,8,0c0a46241b6a932f3375ac07ad5de7e258714f0b,7904ccc39c63e188c4b403ee529a3d7634642a4fcd9153b4f480f2f8f5827ee5,0.5441999876499176,0.5443999874591827,10000,best_checkpoint.pt,72000
