name,family,candidate,seed,best_validation_hard_accuracy,wall_seconds,peak_gpu_memory_bytes,dense_gate_count,source_revision,training_implementation_sha256
select_table4_cifar100_m_random_seed0,random,random,0,0.0984,284.2729923300212,111280640,32000,9f96d4b62ce50aadaf9cc48e2e066a29a2a57998,51efea4e869a3b2ce3861afb9b8d5011ee6770f4ade3166afe89a815363e7f67
select_table4_cifar100_m_random_seed1,random,random,1,0.1028,286.8227938929922,111280640,32000,9f96d4b62ce50aadaf9cc48e2e066a29a2a57998,51efea4e869a3b2ce3861afb9b8d5011ee6770f4ade3166afe89a815363e7f67
select_table4_cifar100_m_random_seed2,random,random,2,0.1006,287.7342719360022,111280640,32000,9f96d4b62ce50aadaf9cc48e2e066a29a2a57998,51efea4e869a3b2ce3861afb9b8d5011ee6770f4ade3166afe89a815363e7f67
select_table4_cifar100_m_v3_swap0500_seed0,coverage_v3,swap0500,0,0.0974,287.2971804330009,111280640,32000,9f96d4b62ce50aadaf9cc48e2e066a29a2a57998,51efea4e869a3b2ce3861afb9b8d5011ee6770f4ade3166afe89a815363e7f67
select_table4_cifar100_m_v3_swap0500_seed1,coverage_v3,swap0500,1,0.0962,284.2752280929708,111280640,32000,9f96d4b62ce50aadaf9cc48e2e066a29a2a57998,51efea4e869a3b2ce3861afb9b8d5011ee6770f4ade3166afe89a815363e7f67
select_table4_cifar100_m_v3_swap0500_seed2,coverage_v3,swap0500,2,0.0976,287.18545357201947,111280640,32000,9f96d4b62ce50aadaf9cc48e2e066a29a2a57998,51efea4e869a3b2ce3861afb9b8d5011ee6770f4ade3166afe89a815363e7f67
