fraction,hard_accuracy,soft_accuracy,final_mean_gate_ancestry,final_overlap_mean,final_fanout_cv,training_wall_seconds,peak_gpu_memory_bytes,topology_construction_seconds
0.0,0.8746666481097539,0.8768333146969477,63.120625,0.456125,0.0,892.7167029678822,106689536,0.025570767931640148
0.25,0.8756666481494904,0.8779999812444051,63.49575,0.3125,0.22513884604838855,900.5554028018378,106689536,2.4803594849072397
0.5,0.8729999850193659,0.8738333106040954,63.68975,0.31025,0.31064449134018135,893.1036552689038,106689536,4.871088276617229
0.75,0.8769999792178472,0.8789999773104985,63.886,0.114,0.23062415311497622,865.6631441880018,106689536,7.267633070703596
1.0,0.8751666456460953,0.8746666500965754,64.0,0.0,0.1823458252881047,900.8238601139747,106689536,9.706018809229136
