name,family,provenance,seed,seed_count,best_validation_hard_accuracy,final_validation_hard_accuracy,wall_seconds,peak_gpu_memory_bytes,dense_gate_count,trainable_parameters,training_routing_parameters,deployed_routing_bits,architecture,connections_num_candidates,source_revision,training_implementation_sha256,test_hard_accuracy,test_relaxed_accuracy,test_examples,test_checkpoint,test_validation_selection_step
final_table2_cifar10_l_mommen_nc8_seed0,mommen,TRIED,0,1,0.5433999860286712,0.5367999845743179,48205.697552507976,12781914624,1280000,40960000,20480000,44032000,DlgnCifar10LargeLearnable,8,d2e15b6a62d4a06506db1bf64efe0c4b3f4baa95,c6bd2474f8aa66c2ce2df9c9256371805cce5efb18aa81c08642a449771b8ca8,0.5433999863266945,0.5439999887347221,10000,best_checkpoint.pt,46000
