run,variant,architecture,dataset,strategy,seed,data_split_seed,topology_seed,candidate_pool_size,long_range_fraction,gamma,hard_accuracy,soft_accuracy,soft_hard_gap,selection_step,evaluation_count,test_hard_accuracy,test_soft_accuracy,test_soft_hard_gap,gate_count,trainable_gate_logits,deployed_gate_function_bits,final_input_coverage,final_mean_gate_ancestry,final_overlap_mean,final_fanout_cv,final_fanout_max,final_unused_outputs,first_same_source_pair_fraction,first_same_threshold_pair_fraction,first_same_channel_pair_fraction,first_spatial_manhattan_p50,final_mean_source_ancestry,final_source_cross_gate_jaccard,final_source_group_coverage_min,final_source_group_usage_cv_mean,distinct_pairs,deployed_index_bits,deployed_total_circuit_bits,indices_tensor_bytes,topology_construction_seconds,topology_peak_temporary_bytes,training_wall_seconds,peak_gpu_memory_bytes,inference_milliseconds_per_batch,inference_examples_per_second,source_revision,recorded_source_tree_sha256,python,torch,cuda_build
paper_mnist_small_hybrid_v2_seed0,v2,DlgnMnistPaperSmall,mnist,coverage_hybrid,0,2027,0,64,0.25,0.25,0.9716666370630265,0.9708333055178324,-0.0008333315451940493,96000,54,0.9728999769687653,0.9725999760627747,-0.0003000009059905828,48000,768000,192000,1.0,62.524125,0.940625,0.3343837615674541,4,237,,,,,,,,,8000,1200000,1392000,768000,1.9278958402574062,1792000,865.5599797749892,106689536,,,c1102f9953dedb331f24925e49262550ed12485c,7b74f1951bfa07d77d1a7a152e60838333fdc3d245f27624274f146a93425f93,3.12.13,2.9.0+cu130,13.0
paper_mnist_small_hybrid_v2_seed1,v2,DlgnMnistPaperSmall,mnist,coverage_hybrid,1,2027,1,64,0.25,0.25,0.9716666360696157,0.9706666380167007,-0.0009999980529149521,104000,54,0.9714999800920486,0.9731999790668487,0.0016999989748001099,48000,768000,192000,1.0,62.5155,0.949125,0.3326033673912518,4,227,,,,,,,,,8000,1200000,1392000,768000,1.9516378892585635,1792000,912.9015173581429,106689536,,,c1102f9953dedb331f24925e49262550ed12485c,12d115b731b6570c9e232335491555c8c804c0f0ebd62117940a0c8740a98388,3.12.13,2.9.0+cu130,13.0
paper_mnist_small_hybrid_v2_seed2,v2,DlgnMnistPaperSmall,mnist,coverage_hybrid,2,2027,2,64,0.25,0.25,0.9721666395664215,0.9706666390101115,-0.0015000005563099439,82000,54,0.9731999772787094,0.9737999784946442,0.0006000012159347312,48000,768000,192000,1.0,62.49125,0.997,0.34113780206831373,4,262,,,,,,,,,8000,1200000,1392000,768000,1.9321645442396402,1792000,914.6313451640308,106689536,,,c1102f9953dedb331f24925e49262550ed12485c,6490e9cdf0761fdf57b27d3b4e0df479d7300614f33355e8dd9fa1e19554579c,3.12.13,2.9.0+cu130,13.0
paper_mnist_small_random_seed0,v1,DlgnMnistPaperSmall,mnist,random,0,2027,0,64,0.25,0.25,0.9711666365464529,0.9719999700784683,0.0008333335320154234,106000,54,0.9732999777793885,0.9734999781847,0.00020000040531154006,48000,768000,192000,1.0,61.471125,1.244375,0.0,2,0,,,,,,,,,7999,1200000,1392000,768000,0.025260162074118853,16128000,865.84865973657,106689536,,,c1102f9953dedb331f24925e49262550ed12485c,8405225c7621fa3738026b57c96b7fe86268eddd4c085a9cde73adbcb0ace2a9,3.12.13,2.9.0+cu130,13.0
paper_mnist_small_random_seed1,v1,DlgnMnistPaperSmall,mnist,random,1,2027,1,64,0.25,0.25,0.9711666365464529,0.9698333044846853,-0.001333332061767556,58000,54,0.969999977350235,0.9713999778032303,0.0014000004529952648,48000,768000,192000,1.0,61.509,1.2545,0.0,2,0,,,,,,,,,8000,1200000,1392000,768000,0.024946656543761492,16128000,917.0069474950433,106689536,,,c1102f9953dedb331f24925e49262550ed12485c,c44fa6270baa6fae69c2de77c07cbbff8d2e3db3e36be80234075c22012d2ca5,3.12.13,2.9.0+cu130,13.0
paper_mnist_small_random_seed2,v1,DlgnMnistPaperSmall,mnist,random,2,2027,2,64,0.25,0.25,0.9721666385730108,0.9709999720255534,-0.0011666665474573401,88000,54,0.9721999770402908,0.9716999781131744,-0.0004999989271163852,48000,768000,192000,1.0,61.481875,1.252625,0.0,2,0,,,,,,,,,8000,1200000,1392000,768000,0.024894842877984047,16128000,916.2553409351967,106689536,,,c1102f9953dedb331f24925e49262550ed12485c,94a22a254c7a539484c5c6e33f228cb9e66e93a8146f84e62c6451bf88eea88c,3.12.13,2.9.0+cu130,13.0
pilot_cifar10_random_v3_seed0,v3,DlgnCifar10Small,cifar-10,random,0,2027,0,64,0.25,0.25,0.49359998404979705,0.4963999855518341,0.002800001502037075,20000,10,,,,48000,768000,192000,1.0,15.988166666666666,0.005833333333333334,0.0,2,0,0.00025,0.336,0.34475,20.0,15.961,0.0027861446906053042,0.9964192708333334,0.4147753140991166,12000,1344000,1536000,768000,0.050954782869666815,36288000,137.17451114905998,113936896,,,c1102f9953dedb331f24925e49262550ed12485c,4dcbaee2a21e3b4179868ad90b27f8aa7be1ae40aa2ab3b4c8324a8063d20b95,3.12.13,2.9.0+cu130,13.0
pilot_cifar10_random_v3_seed1,v3,DlgnCifar10Small,cifar-10,random,1,2027,1,64,0.25,0.25,0.486799983382225,0.4927999883890152,0.0060000050067901545,18000,10,,,,48000,768000,192000,1.0,15.990083333333333,0.006083333333333333,0.0,2,0,0.0003333333333333333,0.33158333333333334,0.3448333333333333,21.0,15.957666666666666,0.0026466451265667523,0.9954427083333334,0.4160144535680665,12000,1344000,1536000,768000,0.04143991181626916,36288000,138.06070344382897,113936896,,,c1102f9953dedb331f24925e49262550ed12485c,4dcbaee2a21e3b4179868ad90b27f8aa7be1ae40aa2ab3b4c8324a8063d20b95,3.12.13,2.9.0+cu130,13.0
pilot_cifar10_random_v3_seed2,v3,DlgnCifar10Small,cifar-10,random,2,2027,2,64,0.25,0.25,0.4907999908924103,0.4887999886274338,-0.002000002264976486,18000,10,,,,48000,768000,192000,1.0,15.987166666666667,0.006333333333333333,0.0,2,0,0.00016666666666666666,0.34008333333333335,0.35041666666666665,21.0,15.962083333333334,0.0027973422812744785,0.9957682291666666,0.4183832787458382,11998,1344000,1536000,768000,0.04886986315250397,36288000,136.92177409678698,113936896,,,c1102f9953dedb331f24925e49262550ed12485c,4dcbaee2a21e3b4179868ad90b27f8aa7be1ae40aa2ab3b4c8324a8063d20b95,3.12.13,2.9.0+cu130,13.0
pilot_cifar10_semantic_balanced_v3_seed0,v3,DlgnCifar10Small,cifar-10,semantic_balanced_hybrid,0,2027,0,8,0.25,0.25,0.517399987578392,0.5217999881505966,0.0044000005722045765,8000,10,,,,48000,768000,192000,1.0,15.995833333333334,0.003,0.0,2,0,0.0,0.9166666666666666,0.9166666666666666,4.0,15.974833333333333,0.0022793423258772117,0.998046875,0.36479093920461947,12000,1344000,1536000,768000,9.455296332482249,9408000,137.7142259287648,113936896,,,c1102f9953dedb331f24925e49262550ed12485c,4dcbaee2a21e3b4179868ad90b27f8aa7be1ae40aa2ab3b4c8324a8063d20b95,3.12.13,2.9.0+cu130,13.0
pilot_cifar10_semantic_balanced_v3_seed1,v3,DlgnCifar10Small,cifar-10,semantic_balanced_hybrid,1,2027,1,8,0.25,0.25,0.5277999848127365,0.5301999855041504,0.002400000691413884,14000,10,,,,48000,768000,192000,1.0,15.99025,0.00375,0.0,2,0,0.0,0.9166666666666666,0.9166666666666666,4.0,15.96725,0.002565263414729182,0.998046875,0.3627518263121789,12000,1344000,1536000,768000,9.245465938001871,9408000,137.89396672090515,113936896,,,c1102f9953dedb331f24925e49262550ed12485c,4dcbaee2a21e3b4179868ad90b27f8aa7be1ae40aa2ab3b4c8324a8063d20b95,3.12.13,2.9.0+cu130,13.0
pilot_cifar10_semantic_balanced_v3_seed2,v3,DlgnCifar10Small,cifar-10,semantic_balanced_hybrid,2,2027,2,8,0.25,0.25,0.52059998691082,0.527599984407425,0.006999997496604959,20000,10,,,,48000,768000,192000,1.0,15.993,0.0016666666666666668,0.0,2,0,0.0,0.9166666666666666,0.9166666666666666,4.0,15.976166666666666,0.0025720278843524855,0.9977213541666666,0.39067907669405777,12000,1344000,1536000,768000,9.349338192958385,9408000,137.94165868777782,113936896,,,c1102f9953dedb331f24925e49262550ed12485c,4dcbaee2a21e3b4179868ad90b27f8aa7be1ae40aa2ab3b4c8324a8063d20b95,3.12.13,2.9.0+cu130,13.0
smoke_cifar10_semantic_balanced_v3_seed0,v3,DlgnCifar10Small,cifar-10,semantic_balanced_hybrid,0,2027,0,8,0.25,0.25,0.18579999521374702,0.14179999709129334,-0.04399999812245367,100,1,,,,48000,768000,192000,1.0,15.995833333333334,0.003,0.0,2,0,0.0,0.9166666666666666,0.9166666666666666,4.0,15.974833333333333,0.0022793423258772117,0.998046875,0.36479093920461947,12000,1344000,1536000,768000,9.301697997841984,9408000,1.282522274646908,113936896,,,c1102f9953dedb331f24925e49262550ed12485c,4dcbaee2a21e3b4179868ad90b27f8aa7be1ae40aa2ab3b4c8324a8063d20b95,3.12.13,2.9.0+cu130,13.0
smoke_coverage_hybrid_v2_seed1,v2,DlgnMnistTiny,mnist,coverage_hybrid,1,,1,32,0.25,0.25,0.8301630434782609,0.8342391304347826,0.0040760869565217295,1000,2,,,,5000,80000,20000,1.0,31.738,0.184,0.216794833886788,3,2,,,,,,,,,1000,100000,120000,80000,0.1148215290158987,224000,8.333152391947806,14439424,,,c1102f9953dedb331f24925e49262550ed12485c,c1b82c4a0e37eece6e27eb50227cea985c6d24b2585f45ca7af2b0cc0a6747c9,3.12.13,2.9.0+cu130,13.0
smoke_coverage_hybrid_v2_seed2,v2,DlgnMnistTiny,mnist,coverage_hybrid,2,,2,32,0.25,0.25,0.8245584239130435,0.8364470108695652,0.01188858695652173,1000,2,,,,5000,80000,20000,1.0,31.702,0.216,0.22693611435820435,3,5,,,,,,,,,1000,100000,120000,80000,0.11609382135793567,224000,8.244285181630403,14439424,,,c1102f9953dedb331f24925e49262550ed12485c,8e85cbccb7cdfa93754f4bfcfd37d0da25a91083acd02595065e714950e33325,3.12.13,2.9.0+cu130,13.0
smoke_random_seed1,v1,DlgnMnistTiny,mnist,random,1,,1,64,0.25,0.25,0.8264266304347826,0.830672554347826,0.004245923913043459,1000,2,,,,5000,80000,20000,1.0,31.4,0.334,0.0,2,0,,,,,,,,,1000,100000,120000,80000,0.0009378385730087757,272000,8.365033030044287,14439424,,,c1102f9953dedb331f24925e49262550ed12485c,44be5d169c6d90d9f32810eda8b8be9fe18270aff7541cc33d5ecd222d9224a5,3.12.13,2.9.0+cu130,13.0
smoke_random_seed2,v1,DlgnMnistTiny,mnist,random,2,,2,64,0.25,0.25,0.8330502717391305,0.8427309782608695,0.009680706521739024,1000,2,,,,5000,80000,20000,1.0,31.382,0.298,0.0,2,0,,,,,,,,,999,100000,120000,80000,0.000939598772674799,272000,8.407020495273173,14439424,,,c1102f9953dedb331f24925e49262550ed12485c,6ad1fb9149e52aa07ed309da59aa95a4371964d03172053a81a4860940b08ff4,3.12.13,2.9.0+cu130,13.0
