name,family,candidate,seed,best_validation_hard_accuracy,wall_seconds,peak_gpu_memory_bytes,dense_gate_count,coverage_candidate_pool_size,coverage_swap_fraction,coverage_novelty_weight,source_revision,training_implementation_sha256
screen_table4_cifar100_s_random_seed0,random,random,0,0.0942,74.23089989402797,28904960,8000,64,0.25,1.0,d307857f9343856eafdbd9b903970ff4cf480576,51efea4e869a3b2ce3861afb9b8d5011ee6770f4ade3166afe89a815363e7f67
screen_table4_cifar100_s_v3_incumbent_seed0,coverage_v3,incumbent,0,0.0774,73.42378314200323,28904960,8000,8,0.25,1.0,d307857f9343856eafdbd9b903970ff4cf480576,51efea4e869a3b2ce3861afb9b8d5011ee6770f4ade3166afe89a815363e7f67
screen_table4_cifar100_s_v3_novelty050_seed0,coverage_v3,novelty050,0,0.0774,74.01197598699946,28904960,8000,8,0.25,0.5,d307857f9343856eafdbd9b903970ff4cf480576,51efea4e869a3b2ce3861afb9b8d5011ee6770f4ade3166afe89a815363e7f67
screen_table4_cifar100_s_v3_novelty200_seed0,coverage_v3,novelty200,0,0.0774,73.43905330798589,28904960,8000,8,0.25,2.0,d307857f9343856eafdbd9b903970ff4cf480576,51efea4e869a3b2ce3861afb9b8d5011ee6770f4ade3166afe89a815363e7f67
screen_table4_cifar100_s_v3_pool16_seed0,coverage_v3,pool16,0,0.0748,73.65948699699948,28904960,8000,16,0.25,1.0,d307857f9343856eafdbd9b903970ff4cf480576,51efea4e869a3b2ce3861afb9b8d5011ee6770f4ade3166afe89a815363e7f67
screen_table4_cifar100_s_v3_pool4_seed0,coverage_v3,pool4,0,0.078,73.86865321197547,28904960,8000,4,0.25,1.0,d307857f9343856eafdbd9b903970ff4cf480576,51efea4e869a3b2ce3861afb9b8d5011ee6770f4ade3166afe89a815363e7f67
screen_table4_cifar100_s_v3_swap0125_seed0,coverage_v3,swap0125,0,0.0814,73.61448558099801,28904960,8000,8,0.125,1.0,d307857f9343856eafdbd9b903970ff4cf480576,51efea4e869a3b2ce3861afb9b8d5011ee6770f4ade3166afe89a815363e7f67
screen_table4_cifar100_s_v3_swap0500_seed0,coverage_v3,swap0500,0,0.0798,74.32123662298545,28904960,8000,8,0.5,1.0,d307857f9343856eafdbd9b903970ff4cf480576,51efea4e869a3b2ce3861afb9b8d5011ee6770f4ade3166afe89a815363e7f67
