step,thresh_0_0,thresh_0_1,thresh_0_2
500,0.25,0.5,0.75
1000,0.25,0.5,0.75
1500,0.25,0.5,0.75
2000,0.25,0.5,0.75
2500,0.25,0.5,0.75
3000,0.25,0.5,0.75
3500,0.25,0.5,0.75
4000,0.25,0.5,0.75
4500,0.25,0.5,0.75
5000,0.25,0.5,0.75
