step,connections_temperature,parametrization_temperature,train_loss,val_acc_discrete,val_acc_relaxed,val_loss_discrete,val_loss_relaxed
2000,0.001,1.0,1.9376455078125001,0.16979999601840973,0.19019999489188194,4.05133279800415,3.4826047706604
4000,0.001,1.0,1.504889404296875,0.19779999569058418,0.22379999369382858,3.7183354091644287,3.304865336418152
6000,0.001,1.0,1.2433416748046875,0.20779999405145644,0.23319999545812606,3.567342700958252,3.2663694334030153
8000,0.001,1.0,1.050318115234375,0.2099999937415123,0.22699999421834946,3.500544772148132,3.277437434196472
10000,0.001,1.0,0.9202041015625001,0.20139999568462372,0.22279999434947967,3.487634983062744,3.29756688117981
12000,0.001,1.0,0.8318886718749999,0.21419999331235887,0.2247999933362007,3.4528346252441406,3.3115289115905764
14000,0.001,1.0,0.7713152465820313,0.21439999520778655,0.22279999405145645,3.4597037267684936,3.330549273490906
16000,0.001,1.0,0.7258875122070313,0.20899999424815177,0.22179999500513076,3.4508053159713743,3.342338409423828
18000,0.001,1.0,0.6938431396484375,0.20959999293088913,0.21659999400377272,3.453982992172241,3.3549775505065917
20000,0.001,1.0,0.6662591552734375,0.21279999405145644,0.22119999498128892,3.4480506992340088,3.363264856338501
