step,train_loss,val_acc_discrete,val_acc_relaxed,val_loss_discrete,val_loss_relaxed
500,0.569666316986084,0.7610394021739131,0.7975543478260869,0.9184235852697621,0.9603744045547817
1000,0.2967566041946411,0.8301630434782609,0.8342391304347826,0.7291993356269338,0.7525532154933267
