channel_fanout_cv,channel_fanout_max,channel_fanout_mean,channel_fanout_min,channel_group_size,channel_pair_span_mean,channel_pair_span_p50,channel_pair_span_p90,construction_seconds,depth,distinct_channel_groups,duplicate_channel_groups,generator_temporary_bytes,in_channels,learned_tree_gates,out_kernels,same_input_channel_fraction,same_threshold_fraction,spatial_coordinates_sha256,spatial_gate_applications,spatial_output_positions,strategy,structure,tree_depth,unused_channels
0.04419417382415923,8,7.111111111111111,7,2,2.90625,2.0,5.900000000000002,0.04068495659157634,0,27,5,6144,9,224,32,0.15625,0.34375,65b6211c94b676640e8327e4b40ce2b168de7d9cc958b9c7000170b722633a71,229376,1024,semantic_channel_hybrid,conv_channel,3,0
0.0,8,8.0,8,2,7.25,4.0,16.0,0.01805399637669325,1,95,33,24576,32,896,128,,,0256ec2e36d66cd5f9dab70c116e13b30adea88ead52beb254a1133f6d33525f,229376,256,semantic_channel_hybrid,conv_channel,3,0
0.0,8,8.0,8,2,19.30078125,8.0,64.0,0.0973634710535407,2,462,50,98304,128,3584,512,,,95b23e05062276fc8f6e7e34d2078482abe3e3f305dd0ef5092153467322aa2b,229376,64,semantic_channel_hybrid,conv_channel,3,0
0.0,4,4.0,4,2,32.22265625,32.0,64.0,0.2547633871436119,3,1024,0,196608,512,7168,1024,,,eca79c40cbc85da6b65cc480c3107ec8039647d142030fc28097fa4584c7c7bb,114688,16,semantic_channel_hybrid,conv_channel,3,0
