step,train_loss,val_acc_discrete,val_acc_relaxed,val_loss_discrete,val_loss_relaxed
2000,0.3621687744140625,0.8451666444540024,0.8593333125114441,0.5128228945036729,0.39229943056901295
4000,0.19349584350585938,0.8594999810059866,0.8723333140214284,0.4297551219662031,0.35200606112678845
6000,0.16068695068359376,0.8604999760786692,0.8721666485071182,0.4098818446199099,0.3455298552910487
8000,0.1389546203613281,0.8681666453679403,0.871333310008049,0.388790583362182,0.34365027248859403
10000,0.12377937011718751,0.8653333137432734,0.872333312034607,0.38572451124588647,0.33913613433639206
12000,0.11371220397949218,0.867666647831599,0.8751666456460953,0.37481604193647705,0.3409788308044275
14000,0.10562149658203125,0.8669999798138937,0.8736666440963745,0.37845696955919267,0.3433013863861561
16000,0.09974401245117187,0.868166646361351,0.8741666465997696,0.37501314108570416,0.3443803869187832
18000,0.094772021484375,0.8649999777475993,0.8749999791383744,0.37536351606249807,0.3472889905174573
20000,0.09139069519042968,0.8636666476726532,0.8754999806483587,0.3748556690911452,0.34534667457143464
22000,0.08816742553710938,0.8693333139022191,0.8764999816815059,0.36937844107548395,0.344876658419768
24000,0.08598878173828126,0.8673333197832107,0.8778333147366841,0.36852707117795946,0.34452891324957213
26000,0.08360999450683594,0.8641666462024052,0.8756666481494904,0.3681578787664572,0.34482758964101473
28000,0.08219808654785156,0.8634999781847,0.8756666481494904,0.37406934996445973,0.3453595533967018
30000,0.08057670593261719,0.8666666438182195,0.8741666446129481,0.36467142576972644,0.345457944025596
32000,0.07936645202636719,0.8686666429042816,0.8754999756813049,0.3618633471429348,0.34585130562384925
34000,0.07825792236328125,0.8674999783436458,0.8741666426261266,0.36561614523331326,0.3468184923132261
36000,0.076958203125,0.8669999778270722,0.8756666481494904,0.3665202364325523,0.3475840086738268
38000,0.07624775848388671,0.8684999803702037,0.8771666457255681,0.366096035639445,0.3476742220421632
40000,0.0757555435180664,0.869666646917661,0.875166646639506,0.3654293591777484,0.34915813704331716
42000,0.07458448791503906,0.8683333148558935,0.8758333116769791,0.36630428781112034,0.3497138944764932
44000,0.07409410858154297,0.8653333147366842,0.8736666470766068,0.36624005461732545,0.35025098199645677
46000,0.07369369354248047,0.8666666438182195,0.8738333125909169,0.3645537279546261,0.34981151719888054
48000,0.07323942260742188,0.8688333163658778,0.8751666446526846,0.3647747203707695,0.35033379793167113
50000,0.07244726715087892,0.8694999774297079,0.875166646639506,0.3651751970251401,0.35179883961876235
52000,0.07211397857666016,0.8664999783039093,0.8764999806880951,0.36781843105951945,0.3509653518597285
54000,0.07192706451416016,0.8684999823570252,0.8756666471560796,0.3648003990451495,0.35096906473239264
56000,0.07138673400878906,0.8679999798536301,0.8738333125909169,0.36798107127348584,0.3518735634783904
58000,0.07082421569824218,0.871333313981692,0.8749999811251958,0.3677565984427929,0.3529236353933811
60000,0.07101107025146484,0.8683333148558935,0.8738333125909169,0.37103949089845023,0.3526174860695998
62000,0.0704380142211914,0.8689999798933665,0.8743333121140798,0.3691212641696135,0.35270912448565167
64000,0.07009164733886718,0.8701666474342347,0.8739999790986379,0.3738931695620219,0.35389220863580706
66000,0.06987112884521485,0.8669999818007151,0.8728333125511806,0.37221805651982626,0.3537566368778547
68000,0.0699313247680664,0.8706666509310405,0.8726666430632274,0.36956446468830106,0.3537933352092902
70000,0.06941306304931641,0.8703333129485448,0.8733333110809326,0.371034716318051,0.3537340221305688
72000,0.06938236083984375,0.869833313425382,0.8733333120743434,0.3682697758078575,0.35340964843829475
74000,0.06910516662597656,0.8698333173990249,0.8733333090941111,0.3689597323536873,0.35349663322170577
76000,0.06889782257080078,0.8669999808073043,0.8733333090941111,0.3694026509920756,0.35398298924167954
78000,0.0687999481201172,0.8686666488647461,0.873666642109553,0.3669352705279986,0.35384954884648323
80000,0.06857477416992187,0.8711666474739711,0.8753333121538163,0.3680033010741075,0.3542038882772128
82000,0.06846934661865234,0.8704999834299088,0.8733333120743434,0.36833637952804565,0.3541764736175537
84000,0.06818309783935547,0.8719999819993973,0.8749999761581421,0.36876591816544535,0.35402556086579956
86000,0.0682360107421875,0.872166649500529,0.8729999780654907,0.3670913003385067,0.35483507042129836
88000,0.06815462951660156,0.8718333115180333,0.8739999751249949,0.3671936104695002,0.3543191102643808
90000,0.06763104400634765,0.8706666469573975,0.8744999746481578,0.36900649840633076,0.35478455722332003
92000,0.0680806915283203,0.8693333148956299,0.8739999790986379,0.37094089612364767,0.35447044918934506
94000,0.06759275207519531,0.8729999850193659,0.8738333106040954,0.3678045945862929,0.35510259717702863
96000,0.06773845367431641,0.8699999829133351,0.8749999781449636,0.3689809831480185,0.35454384088516233
98000,0.0671719253540039,0.8718333105246227,0.8738333125909169,0.3691938521961371,0.3549337344865004
100000,0.06764452514648436,0.8689999828735987,0.874666644136111,0.3648347531755765,0.35396538774172465
102000,0.06704847106933594,0.8706666499376297,0.8751666446526846,0.3649863290290038,0.3543637044727802
104000,0.06704187927246094,0.8708333124717077,0.8753333121538163,0.366380021472772,0.3537496606508891
106000,0.06709011840820313,0.8703333139419556,0.8756666451692581,0.3649016785124938,0.353858112047116
108000,0.06700699310302734,0.8698333154122034,0.8749999771515529,0.3664724700152874,0.3543465753396352
