step,connections_temperature,parametrization_temperature,train_loss,val_acc_discrete,val_acc_relaxed,val_loss_discrete,val_loss_relaxed
2000,0.001,1.0,0.4112741821289062,0.829999981323878,0.8364999790986379,0.47259106238683063,0.463007016479969
4000,0.001,1.0,0.24583707275390623,0.8426666458447775,0.8499999791383743,0.4381243815024694,0.42401753962039945
6000,0.001,1.0,0.22665362548828125,0.8463333169619243,0.8543333142995835,0.4247393394509951,0.41246860375006994
8000,0.001,1.0,0.21656348876953127,0.8481666465600332,0.856499977906545,0.41468451420466107,0.40410775393247605
10000,0.001,1.0,0.20981500854492185,0.8519999802112579,0.8586666425069173,0.40643856873114903,0.3996651455760002
12000,0.001,1.0,0.20531557617187499,0.8521666467189789,0.8596666465202968,0.4047378604610761,0.39567970981200534
14000,0.001,1.0,0.201776513671875,0.8529999802509943,0.8583333124717076,0.401748513430357,0.392749559879303
16000,0.001,1.0,0.19887489624023438,0.8559999823570251,0.8603333115577698,0.40051784763733544,0.3907745520273844
18000,0.001,1.0,0.19641194458007813,0.8571666449308395,0.8609999756018321,0.3991493205229441,0.3898433337608973
20000,0.001,1.0,0.194921630859375,0.8571666449308395,0.8614999781052272,0.3949175824721654,0.38842259844144184
22000,0.001,1.0,0.19286971435546874,0.8583333124717076,0.8638333102067312,0.3953308289249738,0.387546152373155
24000,0.001,1.0,0.19174097900390624,0.8609999765952429,0.8636666446924209,0.3930131415526072,0.38600825890898705
26000,0.001,1.0,0.18987321166992188,0.8596666465202968,0.8633333096901575,0.39285369366407397,0.3853922106325626
28000,0.001,1.0,0.18970925903320313,0.8606666455666224,0.8629999766747157,0.39296222627162936,0.3853129595518112
30000,0.001,1.0,0.18858336181640625,0.8614999790986378,0.8639999757210414,0.3912743076682091,0.3846965971092383
32000,0.001,1.0,0.18799669189453125,0.8591666440169017,0.8656666457653046,0.3909841299057007,0.3839166740576426
34000,0.001,1.0,0.18707807006835936,0.8593333105246226,0.8628333111604055,0.39108495513598124,0.3838361516594887
36000,0.001,1.0,0.18643558959960937,0.8598333100477854,0.8634999781847,0.3928036411603292,0.38377824748555817
38000,0.001,1.0,0.18606754760742186,0.8611666450897852,0.8638333131869634,0.3895296846826871,0.3827954644958178
40000,0.001,1.0,0.18645714111328127,0.8628333101669947,0.8636666486660639,0.389808281759421,0.3827597379684448
42000,0.001,1.0,0.185091943359375,0.8633333146572113,0.86283331712087,0.3881654893358549,0.3827207113305728
44000,0.001,1.0,0.18537742309570313,0.8621666451295217,0.8626666486263275,0.389711698393027,0.382754739622275
46000,0.001,1.0,0.18464547729492187,0.8626666446526845,0.862833313147227,0.38873110910256703,0.3826585039496422
48000,0.001,1.0,0.18510265502929688,0.8621666461229325,0.863833311200142,0.3886077259977659,0.3823851337035497
50000,0.001,1.0,0.1840857238769531,0.8608333130677541,0.8629999796549479,0.3892572725812594,0.38224510898192726
52000,0.001,1.0,0.18380526123046875,0.8631666441758473,0.8639999787012737,0.38643590013186135,0.38199731161197026
54000,0.001,1.0,0.18434119262695312,0.8611666450897852,0.8636666466792424,0.38697635730107627,0.38191407173871994
56000,0.001,1.0,0.18404450683593748,0.8596666485071183,0.8609999775886535,0.389401338994503,0.38245150943597156
58000,0.001,1.0,0.1828681823730469,0.8603333125511805,0.8623333136240642,0.3902331272761027,0.38257255057493844
60000,0.001,1.0,0.1839809326171875,0.8598333120346069,0.8623333136240642,0.3880097955465317,0.38217950562636055
62000,0.001,1.0,0.18338146362304686,0.8594999800125758,0.8629999836285909,0.38865075409412386,0.38211084802945455
64000,0.001,1.0,0.18312626953125,0.8603333075841267,0.8614999810854594,0.3876569966475169,0.3821786349018415
66000,0.001,1.0,0.18281453247070312,0.8594999770323436,0.8616666446129481,0.3880309884746869,0.38191954692204794
68000,0.001,1.0,0.18334942016601563,0.8599999775489171,0.8623333136240642,0.38807148387034734,0.3819015468160311
70000,0.001,1.0,0.18266671142578125,0.8603333115577698,0.8623333136240642,0.3887874667843183,0.3822616626818975
72000,0.001,1.0,0.1828093505859375,0.8619999756415685,0.8621666471163432,0.38783222138881684,0.3817497486869494
74000,0.001,1.0,0.18270576782226564,0.8588333119948705,0.861999981602033,0.3866677035888036,0.3815360208352407
76000,0.001,1.0,0.18268677978515624,0.8606666425863901,0.8618333170811335,0.3874871825178464,0.3815888906518618
78000,0.001,1.0,0.182390625,0.8601666460434596,0.8621666461229325,0.3882050181428591,0.3815767173965772
80000,0.001,1.0,0.1823691833496094,0.860333310564359,0.8628333161274592,0.3865359271566073,0.3812102953592936
82000,0.001,1.0,0.18216542358398438,0.8638333121935526,0.8623333166042964,0.38541876276334125,0.3811069890856743
84000,0.001,1.0,0.18199909057617186,0.8619999796152115,0.8618333170811335,0.3851588691274325,0.38108146438996
86000,0.001,1.0,0.18229103393554688,0.8614999810854594,0.8623333156108857,0.3849877561132113,0.38116251677274704
88000,0.001,1.0,0.18213206176757812,0.8608333120743433,0.8629999806483587,0.38569548626740774,0.3809671978155772
90000,0.001,1.0,0.18167173461914063,0.8626666456460953,0.8624999811251958,0.38466508835554125,0.3807853524883588
92000,0.001,1.0,0.18257733764648437,0.8639999787012737,0.8628333161274592,0.3841519052783648,0.38121176610390345
94000,0.001,1.0,0.18166080322265626,0.864499976237615,0.861999981602033,0.38434552351633705,0.3813783600926399
96000,0.001,1.0,0.18202915649414061,0.8634999781847,0.8638333131869634,0.3844445784886678,0.38077529619137446
98000,0.001,1.0,0.18156661376953126,0.8643333146969477,0.8638333131869634,0.3841389755407969,0.3811041201154391
100000,0.001,1.0,0.18235638427734377,0.8641666452089946,0.864499980211258,0.3840769315759341,0.38068879892428714
102000,0.001,1.0,0.18134578857421874,0.8636666446924209,0.8626666456460953,0.38363989591598513,0.38055075506369274
104000,0.001,1.0,0.18141580810546876,0.8639999787012737,0.8649999777475993,0.3839082270860672,0.3806155855456988
106000,0.001,1.0,0.1818968994140625,0.8616666446129481,0.8634999801715215,0.382548650354147,0.3800872867306074
108000,0.001,1.0,0.18161771850585937,0.8631666451692581,0.8634999791781107,0.3834484805663427,0.3802438882489999
