step,train_loss,val_acc_discrete,val_acc_relaxed,val_loss_discrete,val_loss_relaxed
2000,0.49851131439208984,0.4884,0.5232,1.4641002941131591,1.3506728590011596
4000,0.420233039855957,0.5316,0.555,1.333473068523407,1.2518331974029542
6000,0.39902198791503907,0.5514,0.5742,1.2649801238059997,1.2053939151763915
8000,0.3881402206420898,0.5524,0.5884,1.2508733478546143,1.1828405247688294
10000,0.38052322387695314,0.5576,0.5888,1.2415637865066529,1.1664157561302184
12000,0.37464027404785155,0.5642,0.5934,1.2265320234298707,1.1544644494056702
14000,0.37025089263916017,0.5704,0.598,1.2143153205871582,1.1466292679786683
16000,0.36673248291015625,0.5618,0.5994,1.2363313905715942,1.141168354701996
18000,0.3637467193603516,0.5614,0.6002,1.240036318874359,1.1341197405815124
20000,0.3614170837402344,0.574,0.6042,1.212421852874756,1.127550764465332
